path,genre_primary,current_albumartist,current_album,current_title,current_artist,current_track,current_disc,flat_albumartist,flat_album,flat_title,flat_artist,flat_genre,flat_track,flat_disc,flat_date,flat_grouping,changed
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/12 - Part Two - Brich an, o schones Morgenlicht (Chorale).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Part Two - Brich an, o schones Morgenlicht (Chorale)","Gardiner - Monteverdi Choir, The English Baroque Soloists",12,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Part Two - Brich an, o schones Morgenlicht (Chorale)","Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,12,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/13 - Part Two - Und der Engel sprach zu ihnen Angel - Furchtet euch nicht (Recitative).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Part Two - Und der Engel sprach zu ihnen Angel - Furchtet euch nicht (Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",13,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Part Two - Und der Engel sprach zu ihnen Angel - Furchtet euch nicht (Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,13,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/14 - Part Two - Was Gott dem Abraham verheiBen (Recitative).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Part Two - Was Gott dem Abraham verheiBen (Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",14,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Part Two - Was Gott dem Abraham verheiBen (Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,14,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/15 - Part Two - Frohe Hirten, eilt, ach eilet (Aria).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Part Two - Frohe Hirten, eilt, ach eilet (Aria)","Gardiner - Monteverdi Choir, The English Baroque Soloists",15,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Part Two - Frohe Hirten, eilt, ach eilet (Aria)","Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,15,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/16 - Part Two - Und das habt zum Zeichen (Recitative).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Part Two - Und das habt zum Zeichen (Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",16,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Part Two - Und das habt zum Zeichen (Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,16,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/17 - Part Two - Schaut hin, dort liegt im finstern Stall (Chorale).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Part Two - Schaut hin, dort liegt im finstern Stall (Chorale)","Gardiner - Monteverdi Choir, The English Baroque Soloists",17,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Part Two - Schaut hin, dort liegt im finstern Stall (Chorale)","Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,17,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/18 - Part Two - So geht denn hin (Receitative).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Part Two - So geht denn hin (Receitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",18,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Part Two - So geht denn hin (Receitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,18,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/19 - Part Two - Schlafe, mein Liebster, genieBe der Ruh (Aria).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Part Two - Schlafe, mein Liebster, genieBe der Ruh (Aria)","Gardiner - Monteverdi Choir, The English Baroque Soloists",19,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Part Two - Schlafe, mein Liebster, genieBe der Ruh (Aria)","Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,19,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/20 - Part Two - Und alsobald war da bei dem Engel (Recitative).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Part Two - Und alsobald war da bei dem Engel (Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",20,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Part Two - Und alsobald war da bei dem Engel (Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,20,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/21 - Part Two - Ehre sei Gott in der Hohe (Chorus).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Part Two - Ehre sei Gott in der Hohe (Chorus),"Gardiner - Monteverdi Choir, The English Baroque Soloists",21,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Part Two - Ehre sei Gott in der Hohe (Chorus),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,21,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/22 - Part Two - So recht, ihr Engel, jauchzt und singet (Recitative).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Part Two - So recht, ihr Engel, jauchzt und singet (Recitative)","Gardiner - Monteverdi Choir, The English Baroque Soloists",22,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Part Two - So recht, ihr Engel, jauchzt und singet (Recitative)","Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,22,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/23 - Part Two - Wir singen dir in deinem Heer (Chorale).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Part Two - Wir singen dir in deinem Heer (Chorale),"Gardiner - Monteverdi Choir, The English Baroque Soloists",23,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Part Two - Wir singen dir in deinem Heer (Chorale),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,23,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/24 - Part Three - Herrscher des Himmels, erhore das Lallen (Chorus).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Part Three - Herrscher des Himmels, erhore das Lallen (Chorus)","Gardiner - Monteverdi Choir, The English Baroque Soloists",24,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Part Three - Herrscher des Himmels, erhore das Lallen (Chorus)","Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,24,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/25 - Part Three - Und da die Engel von ihnen gen Himmel fuhren (Recitative).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Part Three - Und da die Engel von ihnen gen Himmel fuhren (Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",25,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Part Three - Und da die Engel von ihnen gen Himmel fuhren (Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,25,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/26 - Part Three - Lasset uns nun gehen gen Bethlehem (Chorus).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Part Three - Lasset uns nun gehen gen Bethlehem (Chorus),"Gardiner - Monteverdi Choir, The English Baroque Soloists",26,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Part Three - Lasset uns nun gehen gen Bethlehem (Chorus),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,26,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/27 - Part Three - Er hat sein Volk getrost' (Recitative).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Part Three - Er hat sein Volk getrost' (Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",27,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Part Three - Er hat sein Volk getrost' (Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,27,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/28 - Part Three - Dies hat er alles uns getan (Chorale).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Part Three - Dies hat er alles uns getan (Chorale),"Gardiner - Monteverdi Choir, The English Baroque Soloists",28,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Part Three - Dies hat er alles uns getan (Chorale),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,28,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/29 - Part Three - Herr, dein Mitleid, dein Erbarmen (Duet).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Part Three - Herr, dein Mitleid, dein Erbarmen (Duet)","Gardiner - Monteverdi Choir, The English Baroque Soloists",29,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Part Three - Herr, dein Mitleid, dein Erbarmen (Duet)","Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,29,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/30 - Part Three - Und sie kamen eilend (Recitative).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Part Three - Und sie kamen eilend (Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",30,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Part Three - Und sie kamen eilend (Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,30,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/31 - Part Three - SchlieBe, mein Herze, dies selige Wunder (Aria).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Part Three - SchlieBe, mein Herze, dies selige Wunder (Aria)","Gardiner - Monteverdi Choir, The English Baroque Soloists",31,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Part Three - SchlieBe, mein Herze, dies selige Wunder (Aria)","Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,31,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/32 - Part Three - Ja, ja, mein Herz soll es bewahren (Recitative).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Part Three - Ja, ja, mein Herz soll es bewahren (Recitative)","Gardiner - Monteverdi Choir, The English Baroque Soloists",32,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Part Three - Ja, ja, mein Herz soll es bewahren (Recitative)","Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,32,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/33 - Part Three - Ich will dich mit FleiB bewahren (Chorale).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Part Three - Ich will dich mit FleiB bewahren (Chorale),"Gardiner - Monteverdi Choir, The English Baroque Soloists",33,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Part Three - Ich will dich mit FleiB bewahren (Chorale),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,33,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/34 - Part Three - Und die Hirten kehrten wieder um (Recitative).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Part Three - Und die Hirten kehrten wieder um (Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",34,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Part Three - Und die Hirten kehrten wieder um (Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,34,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/35 - Part Three - Seid froh dieweil (Chorale).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Part Three - Seid froh dieweil (Chorale),"Gardiner - Monteverdi Choir, The English Baroque Soloists",35,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Part Three - Seid froh dieweil (Chorale),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,35,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 1/36 - Part Three - Herrscher des Himmels, erhore das Lallen (Chorus da capo).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Part Three - Herrscher des Himmels, erhore das Lallen (Chorus da capo)","Gardiner - Monteverdi Choir, The English Baroque Soloists",36,1,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Part Three - Herrscher des Himmels, erhore das Lallen (Chorus da capo)","Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,36,1,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 2/01 - Part IV. For the Feast of the Circumcision - Fallt mit Danken, fallt mit Loben(Chorus).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Part IV. For the Feast of the Circumcision - Fallt mit Danken, fallt mit Loben(Chorus)","Gardiner - Monteverdi Choir, The English Baroque Soloists",1,2,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Part IV. For the Feast of the Circumcision - Fallt mit Danken, fallt mit Loben(Chorus)","Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,1,2,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 2/02 - Und da acht Tage um waren(Recitative).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Und da acht Tage um waren(Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",2,2,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Und da acht Tage um waren(Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,2,2,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 2/03 - Immanuel, o suBes Wort - Jesu, du mein liebstes Leben(Recitative - Arioso).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Immanuel, o suBes Wort - Jesu, du mein liebstes Leben(Recitative - Arioso)","Gardiner - Monteverdi Choir, The English Baroque Soloists",3,2,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Immanuel, o suBes Wort - Jesu, du mein liebstes Leben(Recitative - Arioso)","Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,3,2,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 2/04 - FloBt, mein Heiland, floBt dein Namen(Aria).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"FloBt, mein Heiland, floBt dein Namen(Aria)","Gardiner - Monteverdi Choir, The English Baroque Soloists",4,2,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"FloBt, mein Heiland, floBt dein Namen(Aria)","Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,4,2,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 2/05 - Wohlan, dein Name soll allein - Jesu, meine Freud und Wonne(Recitative - Chorale).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Wohlan, dein Name soll allein - Jesu, meine Freud und Wonne(Recitative - Chorale)","Gardiner - Monteverdi Choir, The English Baroque Soloists",5,2,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Wohlan, dein Name soll allein - Jesu, meine Freud und Wonne(Recitative - Chorale)","Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,5,2,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 2/06 - Ich will nur dir zu Ehren leben(Aria).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Ich will nur dir zu Ehren leben(Aria),"Gardiner - Monteverdi Choir, The English Baroque Soloists",6,2,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Ich will nur dir zu Ehren leben(Aria),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,6,2,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 2/07 - Jesus richte mein Beginnen(Chorale).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Jesus richte mein Beginnen(Chorale),"Gardiner - Monteverdi Choir, The English Baroque Soloists",7,2,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Jesus richte mein Beginnen(Chorale),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,7,2,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 2/08 - Part V. For the First Sunday in the New Year - Ehre sei dir, Gott, gesungen(Chrous).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),"Part V. For the First Sunday in the New Year - Ehre sei dir, Gott, gesungen(Chrous)","Gardiner - Monteverdi Choir, The English Baroque Soloists",8,2,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),"Part V. For the First Sunday in the New Year - Ehre sei dir, Gott, gesungen(Chrous)","Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,8,2,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 2/09 - Da Jesu geboren war zu Bethlehem(Recitative).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Da Jesu geboren war zu Bethlehem(Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",9,2,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Da Jesu geboren war zu Bethlehem(Recitative),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,9,2,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
"Bach - Sacred Vocal Works (2004) [FLAC] {Gardiner, Archiv}/CD 2/10 - Wo ist der neugeborene Konig der Juden - Sucht ihn in meiner Brust(Chrous).flac",Classical,,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1),Wo ist der neugeborene Konig der Juden - Sucht ihn in meiner Brust(Chrous),"Gardiner - Monteverdi Choir, The English Baroque Soloists",10,2,Unknown Artist,J.S. Bach - Christmas Oratorio BWV 248 Part One - Part 1(Disc 1) (1989),Wo ist der neugeborene Konig der Juden - Sucht ihn in meiner Brust(Chrous),"Gardiner - Monteverdi Choir, The English Baroque Soloists",Classical,10,2,1989,"Part One - Jauchzet, frohlocket, auf, preiset die Tage (Chorus)",yes
