path,genre_primary,current_albumartist,current_album,current_title,current_artist,current_track,current_disc,flat_albumartist,flat_album,flat_title,flat_artist,flat_genre,flat_track,flat_disc,flat_date,flat_grouping,changed
"Brahms. Lieder (von Otter, Forsberg)/21 - Sonntag (Volkslied), Op. 47 Nr. 3.flac",Classical,Anne Sofie von Otter,Johannes Brahms: Lieder,"«Sonntag» (Volkslied), Op. 47 Nr. 3","Anne Sofie von Otter (mezzo-soprano), Bengt Forsberg (piano)",21,1,Brahms,"«Sonntag» (Volkslied) Op.47 - Anne Sofie von Otter (mezzo-soprano), Bengt Forsberg (piano) (1989)","«Sonntag» (Volkslied), Op. 47 Nr. 3","Anne Sofie von Otter (mezzo-soprano), Bengt Forsberg (piano)",Classical,21,1,1989,«Sonntag» (Volkslied),yes
"Brahms. Lieder (von Otter, Forsberg)/22 - Wiegenlied (aus Des Knaben Wunderhorn), Op. 49 Nr. 4.flac",Classical,Anne Sofie von Otter,Johannes Brahms: Lieder,"«Wiegenlied» (aus «Des Knaben Wunderhorn»), Op. 49 Nr. 4","Anne Sofie von Otter (mezzo-soprano), Bengt Forsberg (piano)",22,1,Brahms,"«Wiegenlied» (aus «Des Knaben Wunderhorn») Op.49 - Anne Sofie von Otter (mezzo-soprano), Bengt Forsberg (piano) (1989)","«Wiegenlied» (aus «Des Knaben Wunderhorn»), Op. 49 Nr. 4","Anne Sofie von Otter (mezzo-soprano), Bengt Forsberg (piano)",Classical,22,1,1989,«Wiegenlied» (aus «Des Knaben Wunderhorn»),yes
"Brahms. Lieder (von Otter, Forsberg)/23 - Zwei Gesaenge, Op. 91 - Nr. 1. Gestillte Sehnsucht (Rueckert).flac",Classical,Anne Sofie von Otter,Johannes Brahms: Lieder,"Zwei Gesänge, Op. 91: Nr. 1. «Gestillte Sehnsucht» (Rückert)","Anne Sofie von Otter (mezzo-soprano), Nils-Erik Sparf (viola), Bengt Forsberg (piano)",23,1,Brahms,"Nr. 1. «Gestillte Sehnsucht» (Rückert) Op.91 - Anne Sofie von Otter (mezzo-soprano), Nils-Erik Sparf (viola), Bengt Fors","Zwei Gesänge, Op. 91: Nr. 1. «Gestillte Sehnsucht» (Rückert)","Anne Sofie von Otter (mezzo-soprano), Nils-Erik Sparf (viola), Bengt Forsberg (piano)",Classical,23,1,1989,Nr. 1. «Gestillte Sehnsucht» (Rückert),yes
"Brahms. Lieder (von Otter, Forsberg)/24 - Zwei Gesaenge, Op. 91 - Nr. 2. Geistliches Wiegenlied (Vega - Geibel).flac",Classical,Anne Sofie von Otter,Johannes Brahms: Lieder,"Zwei Gesänge, Op. 91: Nr. 2. «Geistliches Wiegenlied» (Vega / Geibel)","Anne Sofie von Otter (mezzo-soprano), Nils-Erik Sparf (viola), Bengt Forsberg (piano)",24,1,Brahms,"Nr. 1. «Gestillte Sehnsucht» (Rückert) Op.91 - Anne Sofie von Otter (mezzo-soprano), Nils-Erik Sparf (viola), Bengt Fors","Zwei Gesänge, Op. 91: Nr. 2. «Geistliches Wiegenlied» (Vega / Geibel)","Anne Sofie von Otter (mezzo-soprano), Nils-Erik Sparf (viola), Bengt Forsberg (piano)",Classical,24,1,1989,Nr. 1. «Gestillte Sehnsucht» (Rückert),yes
"Brahms. Symphonien (Berliner Philharmoniker, Jochum)/CD 1 - Symphonien Nrn. 1 und 3/01 - Symphonie Nr. 1 c-moll, Op. 68 - I. Un poco sostenuto. - Allegro. - Meno Allegro.flac",Classical,Eugen Jochum,Johannes Brahms. Die Symphonien,"Symphonie Nr. 1 c-moll, Op. 68: I. Un poco sostenuto. — Allegro. — Meno Allegro","Berliner Philharmoniker. Eugen Jochum, conductor",1,1,Brahms,"Symphonie Nr. 1 c-moll Op.68 - Eugen Jochum, Berliner Philharmoniker. Eugen Jochum (1953)",Meno Allegro,"Eugen Jochum, Berliner Philharmoniker. Eugen Jochum, conductor",Classical,1,1,1953,Symphonie Nr. 1 c-moll,yes
"Brahms. Symphonien (Berliner Philharmoniker, Jochum)/CD 1 - Symphonien Nrn. 1 und 3/02 - Symphonie Nr. 1 c-moll, Op. 68 - II. Andante sostenuto.flac",Classical,Eugen Jochum,Johannes Brahms. Die Symphonien,"Symphonie Nr. 1 c-moll, Op. 68: II. Andante sostenuto","Berliner Philharmoniker. Eugen Jochum, conductor",2,1,Brahms,"Symphonie Nr. 1 c-moll Op.68 - Eugen Jochum, Berliner Philharmoniker. Eugen Jochum (1953)",2. Andante sostenuto,"Eugen Jochum, Berliner Philharmoniker. Eugen Jochum, conductor",Classical,2,1,1953,Symphonie Nr. 1 c-moll,yes
"Brahms. Symphonien (Berliner Philharmoniker, Jochum)/CD 1 - Symphonien Nrn. 1 und 3/03 - Symphonie Nr. 1 c-moll, Op. 68 - III. Un poco Allegretto e grazioso.flac",Classical,Eugen Jochum,Johannes Brahms. Die Symphonien,"Symphonie Nr. 1 c-moll, Op. 68: III. Un poco Allegretto e grazioso","Berliner Philharmoniker. Eugen Jochum, conductor",3,1,Brahms,"Symphonie Nr. 1 c-moll Op.68 - Eugen Jochum, Berliner Philharmoniker. Eugen Jochum (1953)",3. Un poco Allegretto e grazioso,"Eugen Jochum, Berliner Philharmoniker. Eugen Jochum, conductor",Classical,3,1,1953,Symphonie Nr. 1 c-moll,yes
"Brahms. Symphonien (Berliner Philharmoniker, Jochum)/CD 1 - Symphonien Nrn. 1 und 3/04 - Symphonie Nr. 1 c-moll, Op. 68 - IV. Adagio. - Piu Andante. - Allegro non troppo, ma con brio. - Piu Allegro.flac",Classical,Eugen Jochum,Johannes Brahms. Die Symphonien,"Symphonie Nr. 1 c-moll, Op. 68: IV. Adagio. — Più Andante. — Allegro non troppo, ma con brio. — Più Allegro","Berliner Philharmoniker. Eugen Jochum, conductor",4,1,Brahms,"Symphonie Nr. 1 c-moll Op.68 - Eugen Jochum, Berliner Philharmoniker. Eugen Jochum (1953)",Più Allegro,"Eugen Jochum, Berliner Philharmoniker. Eugen Jochum, conductor",Classical,4,1,1953,Symphonie Nr. 1 c-moll,yes
"Brahms. Symphonien (Berliner Philharmoniker, Jochum)/CD 1 - Symphonien Nrn. 1 und 3/05 - Symphonie Nr. 3 F-dur, Op. 90 - I. Allegro con brio. - Un poco sostenuto. - Tempo I.flac",Classical,Eugen Jochum,Johannes Brahms. Die Symphonien,"Symphonie Nr. 3 F-dur, Op. 90: I. Allegro con brio. — Un poco sostenuto. — Tempo I","Berliner Philharmoniker. Eugen Jochum, conductor",5,1,Brahms,"Symphonie Nr. 3 F-dur Op.90 - Eugen Jochum, Berliner Philharmoniker. Eugen Jochum (1953)",1. Allegro con brio.,"Eugen Jochum, Berliner Philharmoniker. Eugen Jochum, conductor",Classical,5,1,1953,Symphonie Nr. 3 F-dur,yes
"Brahms. Symphonien (Berliner Philharmoniker, Jochum)/CD 1 - Symphonien Nrn. 1 und 3/06 - Symphonie Nr. 3 F-dur, Op. 90 - II. Andante.flac",Classical,Eugen Jochum,Johannes Brahms. Die Symphonien,"Symphonie Nr. 3 F-dur, Op. 90: II. Andante","Berliner Philharmoniker. Eugen Jochum, conductor",6,1,Brahms,"Symphonie Nr. 3 F-dur Op.90 - Eugen Jochum, Berliner Philharmoniker. Eugen Jochum (1953)",2. Andante,"Eugen Jochum, Berliner Philharmoniker. Eugen Jochum, conductor",Classical,6,1,1953,Symphonie Nr. 3 F-dur,yes
"Brahms. Symphonien (Berliner Philharmoniker, Jochum)/CD 1 - Symphonien Nrn. 1 und 3/07 - Symphonie Nr. 3 F-dur, Op. 90 - III. Poco Allegretto.flac",Classical,Eugen Jochum,Johannes Brahms. Die Symphonien,"Symphonie Nr. 3 F-dur, Op. 90: III. Poco Allegretto","Berliner Philharmoniker. Eugen Jochum, conductor",7,1,Brahms,"Symphonie Nr. 3 F-dur Op.90 - Eugen Jochum, Berliner Philharmoniker. Eugen Jochum (1953)",3. Poco Allegretto,"Eugen Jochum, Berliner Philharmoniker. Eugen Jochum, conductor",Classical,7,1,1953,Symphonie Nr. 3 F-dur,yes
"Brahms. Symphonien (Berliner Philharmoniker, Jochum)/CD 1 - Symphonien Nrn. 1 und 3/08 - Symphonie Nr. 3 F-dur, Op. 90 - IV. Allegro.flac",Classical,Eugen Jochum,Johannes Brahms. Die Symphonien,"Symphonie Nr. 3 F-dur, Op. 90: IV. Allegro","Berliner Philharmoniker. Eugen Jochum, conductor",8,1,Brahms,"Symphonie Nr. 3 F-dur Op.90 - Eugen Jochum, Berliner Philharmoniker. Eugen Jochum (1953)",4. Allegro,"Eugen Jochum, Berliner Philharmoniker. Eugen Jochum, conductor",Classical,8,1,1953,Symphonie Nr. 3 F-dur,yes
"Brahms. Symphonien (Berliner Philharmoniker, Jochum)/CD 2 - Symphonien Nrn. 2 und 4/01 - Symphonie Nr. 2 D-dur, Op. 73 - I. Allegro non troppo.flac",Classical,Eugen Jochum,Johannes Brahms. Die Symphonien,"Symphonie Nr. 2 D-dur, Op. 73: I. Allegro non troppo","Berliner Philharmoniker. Eugen Jochum, conductor",1,2,Brahms,"Symphonie Nr. 2 D-dur Op.73 - Eugen Jochum, Berliner Philharmoniker. Eugen Jochum (1953)",1. Allegro non troppo,"Eugen Jochum, Berliner Philharmoniker. Eugen Jochum, conductor",Classical,1,2,1953,Symphonie Nr. 2 D-dur,yes
"Brahms. Symphonien (Berliner Philharmoniker, Jochum)/CD 2 - Symphonien Nrn. 2 und 4/02 - Symphonie Nr. 2 D-dur, Op. 73 - II. Adagio non troppo. - L'istesso tempo, ma grazioso.flac",Classical,Eugen Jochum,Johannes Brahms. Die Symphonien,"Symphonie Nr. 2 D-dur, Op. 73: II. Adagio non troppo. — L'istesso tempo, ma grazioso","Berliner Philharmoniker. Eugen Jochum, conductor",2,2,Brahms,"Symphonie Nr. 2 D-dur Op.73 - Eugen Jochum, Berliner Philharmoniker. Eugen Jochum (1953)",2. Adagio non troppo.,"Eugen Jochum, Berliner Philharmoniker. Eugen Jochum, conductor",Classical,2,2,1953,Symphonie Nr. 2 D-dur,yes
"Brahms. Symphonien (Berliner Philharmoniker, Jochum)/CD 2 - Symphonien Nrn. 2 und 4/03 - Symphonie Nr. 2 D-dur, Op. 73 - III. Allegretto grazioso (quasi Andantino). - Presto ma non assai.flac",Classical,Eugen Jochum,Johannes Brahms. Die Symphonien,"Symphonie Nr. 2 D-dur, Op. 73: III. Allegretto grazioso (quasi Andantino). — Presto ma non assai","Berliner Philharmoniker. Eugen Jochum, conductor",3,2,Brahms,"Symphonie Nr. 2 D-dur Op.73 - Eugen Jochum, Berliner Philharmoniker. Eugen Jochum (1953)",Presto ma non assai,"Eugen Jochum, Berliner Philharmoniker. Eugen Jochum, conductor",Classical,3,2,1953,Symphonie Nr. 2 D-dur,yes
"Brahms. Symphonien (Berliner Philharmoniker, Jochum)/CD 2 - Symphonien Nrn. 2 und 4/04 - Symphonie Nr. 2 D-dur, Op. 73 - IV. Allegro con spirito.flac",Classical,Eugen Jochum,Johannes Brahms. Die Symphonien,"Symphonie Nr. 2 D-dur, Op. 73: IV. Allegro con spirito","Berliner Philharmoniker. Eugen Jochum, conductor",4,2,Brahms,"Symphonie Nr. 2 D-dur Op.73 - Eugen Jochum, Berliner Philharmoniker. Eugen Jochum (1953)",4. Allegro con spirito,"Eugen Jochum, Berliner Philharmoniker. Eugen Jochum, conductor",Classical,4,2,1953,Symphonie Nr. 2 D-dur,yes
"Brahms. Symphonien (Berliner Philharmoniker, Jochum)/CD 2 - Symphonien Nrn. 2 und 4/05 - Symphonie Nr. 4 e-moll, Op. 98 - I. Allegro non troppo.flac",Classical,Eugen Jochum,Johannes Brahms. Die Symphonien,"Symphonie Nr. 4 e-moll, Op. 98: I. Allegro non troppo","Berliner Philharmoniker. Eugen Jochum, conductor",5,2,Brahms,"Symphonie Nr. 4 e-moll Op.98 - Eugen Jochum, Berliner Philharmoniker. Eugen Jochum (1953)",1. Allegro non troppo,"Eugen Jochum, Berliner Philharmoniker. Eugen Jochum, conductor",Classical,5,2,1953,Symphonie Nr. 4 e-moll,yes
"Brahms. Symphonien (Berliner Philharmoniker, Jochum)/CD 2 - Symphonien Nrn. 2 und 4/06 - Symphonie Nr. 4 e-moll, Op. 98 - II. Andante moderato.flac",Classical,Eugen Jochum,Johannes Brahms. Die Symphonien,"Symphonie Nr. 4 e-moll, Op. 98: II. Andante moderato","Berliner Philharmoniker. Eugen Jochum, conductor",6,2,Brahms,"Symphonie Nr. 4 e-moll Op.98 - Eugen Jochum, Berliner Philharmoniker. Eugen Jochum (1953)",2. Andante moderato,"Eugen Jochum, Berliner Philharmoniker. Eugen Jochum, conductor",Classical,6,2,1953,Symphonie Nr. 4 e-moll,yes
"Brahms. Symphonien (Berliner Philharmoniker, Jochum)/CD 2 - Symphonien Nrn. 2 und 4/07 - Symphonie Nr. 4 e-moll, Op. 98 - III. Allegro giocoso. - Poco meno Presto. - Tempo I.flac",Classical,Eugen Jochum,Johannes Brahms. Die Symphonien,"Symphonie Nr. 4 e-moll, Op. 98: III. Allegro giocoso. — Poco meno Presto. — Tempo I","Berliner Philharmoniker. Eugen Jochum, conductor",7,2,Brahms,"Symphonie Nr. 4 e-moll Op.98 - Eugen Jochum, Berliner Philharmoniker. Eugen Jochum (1953)",Poco meno Presto.,"Eugen Jochum, Berliner Philharmoniker. Eugen Jochum, conductor",Classical,7,2,1953,Symphonie Nr. 4 e-moll,yes
"Brahms. Symphonien (Berliner Philharmoniker, Jochum)/CD 2 - Symphonien Nrn. 2 und 4/08 - Symphonie Nr. 4 e-moll, Op. 98 - IV. Allegro energico e passionato. - Piu Allegro.flac",Classical,Eugen Jochum,Johannes Brahms. Die Symphonien,"Symphonie Nr. 4 e-moll, Op. 98: IV. Allegro energico e passionato. — Più Allegro","Berliner Philharmoniker. Eugen Jochum, conductor",8,2,Brahms,"Symphonie Nr. 4 e-moll Op.98 - Eugen Jochum, Berliner Philharmoniker. Eugen Jochum (1953)",Più Allegro,"Eugen Jochum, Berliner Philharmoniker. Eugen Jochum, conductor",Classical,8,2,1953,Symphonie Nr. 4 e-moll,yes
"Bruckner - Barenboim CSO/CD01/Bruckner - Symphonie Nr. 1, Te Deum; Chicago Symphony Orchestra, Barenboim.ape",Classical,,Unknown Title,"E:\APE\rip\Bareboim Bruckner CSO\CD01\Bruckner - Symphonie Nr. 1, Te Deum; Chicago Symphony Orchestra, Barenboim",,,1,Unknown Artist,Unknown Title (1981),"E:\APE\rip\Bareboim Bruckner CSO\CD01\Bruckner - Symphonie Nr. 1, Te Deum; Chicago Symphony Orchestra, Barenboim",Unknown Artist,Classical,,1,1981,"E:\APE\rip\Bareboim Bruckner CSO\CD01\Bruckner - Symphonie Nr. 1, Te Deum; Chicago Symphony Orchestra, Barenboim",yes
Bruckner - Barenboim CSO/CD02/Anton Bruckner - Symphonie nr. 2 c-moll.ape,Classical,,Unknown Title,E:\APE\rip\Bareboim Bruckner CSO\CD03\Anton Bruckner - Symphonie nr. 2 c-moll,,,2,Unknown Artist,Unknown Title (1981),E:\APE\rip\Bareboim Bruckner CSO\CD03\Anton Bruckner - Symphonie nr. 2 c-moll,Unknown Artist,Classical,,2,1981,E:\APE\rip\Bareboim Bruckner CSO\CD03\Anton Bruckner - Symphonie nr. 2 c-moll,yes
Bruckner - Barenboim CSO/CD03/Unknown Artist - Unknown Title.ape,Classical,,Unknown Title,E:\APE\rip\Bareboim Bruckner CSO\CD03\Unknown Artist - Unknown Title,,,3,Unknown Artist,Unknown Title (1981),E:\APE\rip\Bareboim Bruckner CSO\CD03\Unknown Artist - Unknown Title,Unknown Artist,Classical,,3,1981,E:\APE\rip\Bareboim Bruckner CSO\CD03\Unknown Artist - Unknown Title,yes
"Bruckner - Barenboim CSO/CD04/Bruckner, Anton - Symphonie No4 es- dur- Chicago Symphony Orchestra - Barenboim - Bruckner, Anton - Symphonie No4 es- dur- Chicago Symphony Orchestra - Barenboim.ape",Classical,,Unknown Title,"E:\APE\rip\Bareboim Bruckner CSO\CD04\Bruckner, Anton - Symphonie No4 es- dur- Chicago Symphony Orchestra - Barenboim - Bruckner, Anton - Symphonie No4 es- dur- Chicago Symphony Orchestra - Barenboim",,,4,Unknown Artist,Unknown Title (1981),"E:\APE\rip\Bareboim Bruckner CSO\CD04\Bruckner, Anton - Symphonie No4 es- dur- Chicago Symphony Orchestra - Barenboim - ",Unknown Artist,Classical,,4,1981,"E:\APE\rip\Bareboim Bruckner CSO\CD04\Bruckner, Anton - Symphonie No4 es- dur- Chicago Symphony Orchestra - Barenboim - Bruckner, Anton - Symphonie No4 es- dur- Chicago Symphony Orchestra - Barenboim",yes
Bruckner - Barenboim CSO/CD05/Anton Bruckner - Symphonie Nr. 5.ape,Classical,,Unknown Title,E:\APE\rip\Bareboim Bruckner CSO\CD05\Anton Bruckner - Symphonie Nr. 5,,,5,Unknown Artist,Unknown Title (1981),E:\APE\rip\Bareboim Bruckner CSO\CD05\Anton Bruckner - Symphonie Nr. 5,Unknown Artist,Classical,,5,1981,E:\APE\rip\Bareboim Bruckner CSO\CD05\Anton Bruckner - Symphonie Nr. 5,yes
Bruckner - Barenboim CSO/CD06/Unknown Artist - Unknown Title.ape,Classical,,Unknown Title,E:\APE\rip\Bareboim Bruckner CSO\CD06\Unknown Artist - Unknown Title,,,6,Unknown Artist,Unknown Title (1981),E:\APE\rip\Bareboim Bruckner CSO\CD06\Unknown Artist - Unknown Title,Unknown Artist,Classical,,6,1981,E:\APE\rip\Bareboim Bruckner CSO\CD06\Unknown Artist - Unknown Title,yes
Bruckner - Barenboim CSO/CD07/Anton Bruckner - Symphonie Nr. 7.ape,Classical,,Unknown Title,E:\APE\rip\Bareboim Bruckner CSO\CD07\Anton Bruckner - Symphonie Nr. 7,,,7,Unknown Artist,Unknown Title (1981),E:\APE\rip\Bareboim Bruckner CSO\CD07\Anton Bruckner - Symphonie Nr. 7,Unknown Artist,Classical,,7,1981,E:\APE\rip\Bareboim Bruckner CSO\CD07\Anton Bruckner - Symphonie Nr. 7,yes
Bruckner - Barenboim CSO/CD08/Unknown Artist - Unknown Title.ape,Classical,,Unknown Title,E:\APE\rip\Bareboim Bruckner CSO\CD08\Unknown Artist - Unknown Title,,,8,Unknown Artist,Unknown Title (1981),E:\APE\rip\Bareboim Bruckner CSO\CD08\Unknown Artist - Unknown Title,Unknown Artist,Classical,,8,1981,E:\APE\rip\Bareboim Bruckner CSO\CD08\Unknown Artist - Unknown Title,yes
Bruckner - Barenboim CSO/CD09/Unknown Artist - Unknown Title.ape,Classical,,Unknown Title,E:\APE\rip\Bareboim Bruckner CSO\CD09\Unknown Artist - Unknown Title,,,9,Unknown Artist,Unknown Title (1981),E:\APE\rip\Bareboim Bruckner CSO\CD09\Unknown Artist - Unknown Title,Unknown Artist,Classical,,9,1981,E:\APE\rip\Bareboim Bruckner CSO\CD09\Unknown Artist - Unknown Title,yes
Bruckner - Barenboim CSO/CD10/Unknown Artist - Unknown Title.ape,Classical,,Unknown Title,E:\APE\rip\Bareboim Bruckner CSO\CD10\Unknown Artist - Unknown Title,,,10,Unknown Artist,Unknown Title (1981),E:\APE\rip\Bareboim Bruckner CSO\CD10\Unknown Artist - Unknown Title,Unknown Artist,Classical,,10,1981,E:\APE\rip\Bareboim Bruckner CSO\CD10\Unknown Artist - Unknown Title,yes
"Bruckner - Bernstein - Symphony No. 9 - 1992/01 Feierlich, Misterioso.mp3",Classical,Leonard Bernstein Vienna Philharmonic Orchestra,Bruckner Symphony #9,"Bruckner: Symphony #9 In D Minor, WAB 109 - 1. Feierlich, Misterioso",Leonard Bernstein Vienna Philharmonic Orchestra,1,,Leonard Bernstein Vienna Philharmonic Orchestra,Bruckner Symphony #9 (1992),"Bruckner: Symphony #9 In D Minor, WAB 109 - 1. Feierlich, Misterioso",Leonard Bernstein Vienna Philharmonic Orchestra,Classical,1,,1992,"Symphony #9 In D Minor, WAB 109",yes
"Bruckner - Bernstein - Symphony No. 9 - 1992/02 Scherzo  Bewegt, Lebhaft.mp3",Classical,Leonard Bernstein Vienna Philharmonic Orchestra,Bruckner Symphony #9,"Bruckner: Symphony #9 In D Minor, WAB 109 - 2. Scherzo: Bewegt, Lebhaft",Leonard Bernstein Vienna Philharmonic Orchestra,2,,Leonard Bernstein Vienna Philharmonic Orchestra,Bruckner Symphony #9 (1992),"Bruckner: Symphony #9 In D Minor, WAB 109 - 2. Scherzo: Bewegt, Lebhaft",Leonard Bernstein Vienna Philharmonic Orchestra,Classical,2,,1992,"Symphony #9 In D Minor, WAB 109",yes
"Bruckner - Bernstein - Symphony No. 9 - 1992/03 Adagio, Langsam, Feierlich.mp3",Classical,Leonard Bernstein Vienna Philharmonic Orchestra,Bruckner Symphony #9,"Bruckner: Symphony #9 In D Minor, WAB 109 - 3. Adagio, Langsam, Feierlich",Leonard Bernstein Vienna Philharmonic Orchestra,3,,Leonard Bernstein Vienna Philharmonic Orchestra,Bruckner Symphony #9 (1992),"Bruckner: Symphony #9 In D Minor, WAB 109 - 3. Adagio, Langsam, Feierlich",Leonard Bernstein Vienna Philharmonic Orchestra,Classical,3,,1992,"Symphony #9 In D Minor, WAB 109",yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Overture in G minor.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Overture in G minor,Deutsches Symphonie-Orchester Berlin & Riccardo Chailly,1,,Bruckner,"Bruckner Overture in G minor - Deutsches Symphonie-Orchester Berlin, Riccardo Chailly (1993)",Bruckner Overture in G minor,"Deutsches Symphonie-Orchester Berlin, Riccardo Chailly",Classical,1,,1993,Bruckner Overture in G minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 0 in D minor - 1 - Allegro.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.0 in D minor - I. Allegro,Deutsches Symphonie-Orchester Berlin & Riccardo Chailly,2,,Bruckner,"Bruckner Symphony No.0 in D minor - Deutsches Symphonie-Orchester Berlin, Riccardo Chailly (1993)",1. Allegro,"Deutsches Symphonie-Orchester Berlin, Riccardo Chailly",Classical,2,,1993,Bruckner Symphony No.0 in D minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 0 in D minor - 2 - Andante.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.0 in D minor - II. Andante,Deutsches Symphonie-Orchester Berlin & Riccardo Chailly,3,,Bruckner,"Bruckner Symphony No.0 in D minor - Deutsches Symphonie-Orchester Berlin, Riccardo Chailly (1993)",2. Andante,"Deutsches Symphonie-Orchester Berlin, Riccardo Chailly",Classical,3,,1993,Bruckner Symphony No.0 in D minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 0 in D minor - 3 - Scherzo Presto.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.0 in D minor - III. Scherzo. Presto,Deutsches Symphonie-Orchester Berlin & Riccardo Chailly,4,,Bruckner,"Bruckner Symphony No.0 in D minor - Deutsches Symphonie-Orchester Berlin, Riccardo Chailly (1993)",3. Scherzo. Presto,"Deutsches Symphonie-Orchester Berlin, Riccardo Chailly",Classical,4,,1993,Bruckner Symphony No.0 in D minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 0 in D minor - 4 - Finale Moderato.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.0 in D minor - IV. Finale. Moderato,Deutsches Symphonie-Orchester Berlin & Riccardo Chailly,5,,Bruckner,"Bruckner Symphony No.0 in D minor - Deutsches Symphonie-Orchester Berlin, Riccardo Chailly (1993)",4. Finale. Moderato,"Deutsches Symphonie-Orchester Berlin, Riccardo Chailly",Classical,5,,1993,Bruckner Symphony No.0 in D minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 1 in C minor - 1 - Allegro.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.1 in C minor - I. Allegro,Deutsches Symphonie-Orchester Berlin & Riccardo Chailly,1,,Bruckner,"Bruckner Symphony No.1 in C minor - Deutsches Symphonie-Orchester Berlin, Riccardo Chailly (1993)",1. Allegro,"Deutsches Symphonie-Orchester Berlin, Riccardo Chailly",Classical,1,,1993,Bruckner Symphony No.1 in C minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 1 in C minor - 2 - Adagio.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.1 in C minor - II. Adagio,Deutsches Symphonie-Orchester Berlin & Riccardo Chailly,2,,Bruckner,"Bruckner Symphony No.1 in C minor - Deutsches Symphonie-Orchester Berlin, Riccardo Chailly (1993)",2. Adagio,"Deutsches Symphonie-Orchester Berlin, Riccardo Chailly",Classical,2,,1993,Bruckner Symphony No.1 in C minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 1 in C minor - 3 - Scherzo Lebhaft Trio Langsam.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.1 in C minor - III. Scherzo. Lebhaft - Trio. Langsam,Deutsches Symphonie-Orchester Berlin & Riccardo Chailly,3,,Bruckner,"Bruckner Symphony No.1 in C minor - Deutsches Symphonie-Orchester Berlin, Riccardo Chailly (1993)",Trio. Langsam,"Deutsches Symphonie-Orchester Berlin, Riccardo Chailly",Classical,3,,1993,Bruckner Symphony No.1 in C minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 1 in C minor - 4 - Finale Bewegt feurig.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),"Bruckner Symphony No.1 in C minor - IV. Finale. Bewegt, feurig",Deutsches Symphonie-Orchester Berlin & Riccardo Chailly,4,,Bruckner,"Bruckner Symphony No.1 in C minor - Deutsches Symphonie-Orchester Berlin, Riccardo Chailly (1993)","4. Finale. Bewegt, feurig","Deutsches Symphonie-Orchester Berlin, Riccardo Chailly",Classical,4,,1993,Bruckner Symphony No.1 in C minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 2 in C minor - 1 - Ziemlich schnell.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),Bruckner Symphony No.2 in C minor - I. Ziemlich schnell,Royal Concertgebouw Orchestra & Riccardo Chailly,1,,Bruckner,"Bruckner Symphony No.2 in C minor - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)",1. Ziemlich schnell,"Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,1,,1993,Bruckner Symphony No.2 in C minor,yes
Bruckner - Complete Symphonies (Chailly Concertgebouw)/Bruckner - Symphony 2 in C minor - 2 - Adagio Feierlich etwas bewegt.flac,Classical,Riccardo Chailly,Bruckner The Symphonies (Disc 1),"Bruckner Symphony No.2 in C minor - II. Adagio. Feierlich, etwas bewegt",Royal Concertgebouw Orchestra & Riccardo Chailly,2,,Bruckner,"Bruckner Symphony No.2 in C minor - Royal Concertgebouw Orchestra, Riccardo Chailly (1993)","2. Adagio. Feierlich, etwas bewegt","Royal Concertgebouw Orchestra, Riccardo Chailly",Classical,2,,1993,Bruckner Symphony No.2 in C minor,yes
